iter	Passed	Remaining
501	1163	1154
502	1165	1151
503	1168	1150
504	1170	1147
505	1172	1144
506	1174	1142
507	1176	1139
508	1178	1137
509	1180	1134
510	1184	1133
511	1187	1131
512	1189	1129
513	1191	1126
514	1193	1123
515	1195	1120
516	1197	1118
517	1199	1115
518	1201	1113
519	1202	1110
520	1204	1107
521	1206	1105
522	1208	1102
523	1210	1099
524	1212	1097
525	1214	1094
526	1216	1092
527	1218	1089
528	1220	1086
529	1222	1084
530	1224	1081
531	1226	1079
532	1229	1077
533	1231	1074
534	1233	1072
535	1235	1069
536	1237	1067
537	1239	1064
538	1241	1062
539	1243	1059
540	1245	1057
541	1247	1054
542	1249	1051
543	1251	1049
544	1254	1046
545	1256	1044
546	1258	1042
547	1261	1040
548	1263	1037
549	1265	1035
550	1267	1032
551	1269	1030
552	1271	1028
553	1273	1025
554	1275	1022
555	1277	1020
556	1279	1017
557	1281	1014
558	1283	1012
559	1285	1010
560	1287	1007
561	1289	1004
562	1291	1002
563	1293	1000
564	1295	997
565	1297	995
566	1300	993
567	1302	990
568	1304	988
569	1307	986
570	1309	983
571	1311	981
572	1314	979
573	1316	977
574	1318	974
575	1320	972
576	1323	969
577	1325	967
578	1327	965
579	1330	963
580	1332	961
581	1334	958
582	1336	956
583	1339	953
584	1341	951
585	1343	949
586	1345	946
587	1348	944
588	1350	942
589	1351	939
590	1354	937
591	1357	935
592	1358	932
593	1361	930
594	1363	928
595	1365	925
596	1367	923
597	1370	921
598	1372	918
599	1374	916
600	1376	913
601	1378	911
602	1381	909
603	1382	906
604	1386	904
605	1388	902
606	1390	900
607	1392	898
608	1395	895
609	1397	893
610	1399	891
611	1401	888
612	1403	885
613	1405	883
614	1407	881
615	1410	878
616	1412	876
617	1414	874
618	1416	871
619	1418	869
620	1420	867
621	1422	864
622	1424	862
623	1427	859
624	1428	857
625	1430	854
626	1432	852
627	1434	849
628	1436	847
629	1438	845
630	1440	842
631	1443	840
632	1444	837
633	1446	835
634	1448	832
635	1450	830
636	1460	832
637	1462	830
638	1464	827
639	1467	825
640	1469	822
641	1471	820
642	1472	817
643	1474	815
644	1476	812
645	1478	810
646	1480	807
647	1483	805
648	1485	803
649	1486	800
650	1488	798
651	1490	795
652	1492	793
653	1494	790
654	1496	788
655	1498	785
656	1500	783
657	1502	780
658	1504	778
659	1506	776
660	1508	773
661	1511	771
662	1513	769
663	1515	766
664	1517	764
665	1519	761
666	1521	759
667	1523	756
668	1525	754
669	1527	752
670	1529	749
671	1530	747
672	1532	744
673	1534	742
674	1536	739
675	1538	737
676	1540	734
677	1542	732
678	1544	729
679	1545	727
680	1547	725
681	1549	722
682	1551	719
683	1553	717
684	1555	715
685	1557	712
686	1558	710
687	1560	707
688	1562	705
689	1564	702
690	1566	700
691	1568	698
692	1570	695
693	1572	693
694	1574	690
695	1575	688
696	1577	685
697	1579	683
698	1581	681
699	1583	678
700	1585	676
701	1587	673
702	1588	671
703	1590	668
704	1592	666
705	1594	663
706	1596	661
707	1598	659
708	1600	656
709	1602	654
710	1604	652
711	1606	649
712	1608	647
713	1611	645
714	1613	643
715	1615	640
716	1617	638
717	1619	636
718	1621	633
719	1623	631
720	1626	629
721	1628	626
722	1630	624
723	1632	622
724	1634	619
725	1635	617
726	1637	614
727	1639	612
728	1641	610
729	1643	607
730	1645	605
731	1647	603
732	1648	600
733	1650	598
734	1652	595
735	1654	593
736	1656	591
737	1659	589
738	1661	586
739	1663	584
740	1665	582
741	1667	579
742	1669	577
743	1671	575
744	1673	572
745	1675	570
746	1677	568
747	1679	565
748	1680	563
749	1682	560
750	1684	558
751	1686	556
752	1688	553
753	1690	551
754	1692	549
755	1694	546
756	1695	544
757	1697	542
758	1700	539
759	1702	537
760	1704	535
761	1706	532
762	1708	530
763	1710	528
764	1711	525
765	1713	523
766	1716	521
767	1717	518
768	1719	516
769	1721	514
770	1723	511
771	1725	509
772	1727	507
773	1728	504
774	1730	502
775	1733	500
776	1734	497
777	1736	495
778	1738	493
779	1740	490
780	1742	488
781	1743	486
782	1746	483
783	1748	481
784	1750	479
785	1751	476
786	1753	474
787	1755	472
788	1757	469
789	1759	467
790	1761	465
791	1763	463
792	1765	460
793	1767	458
794	1768	456
795	1770	453
796	1772	451
797	1774	449
798	1776	446
799	1778	444
800	1780	442
801	1781	439
802	1783	437
803	1785	435
804	1787	432
805	1789	430
806	1791	428
807	1793	426
808	1794	423
809	1796	421
810	1798	419
811	1800	416
812	1802	414
813	1804	412
814	1806	410
815	1808	407
816	1810	405
817	1812	403
818	1814	400
819	1816	398
820	1818	396
821	1820	394
822	1822	391
823	1824	389
824	1826	387
825	1828	385
826	1830	383
827	1833	380
828	1835	378
829	1837	376
830	1839	374
831	1841	371
832	1843	369
833	1845	367
834	1847	364
835	1848	362
836	1850	360
837	1852	358
838	1854	355
839	1856	353
840	1858	351
841	1860	349
842	1862	346
843	1864	344
844	1866	342
845	1868	340
846	1870	337
847	1872	335
848	1874	333
849	1876	331
850	1878	328
851	1881	326
852	1883	324
853	1885	322
854	1888	320
855	1890	318
856	1893	315
857	1895	313
858	1897	311
859	1899	309
860	1901	307
861	1903	304
862	1906	302
863	1908	300
864	1910	298
865	1912	295
866	1915	293
867	1917	291
868	1919	289
869	1922	287
870	1925	285
871	1927	282
872	1930	280
873	1933	278
874	1936	276
875	1939	274
876	1941	272
877	1944	270
878	1947	268
879	1951	266
880	1954	263
881	1956	261
882	1959	259
883	1963	257
884	1966	255
885	1969	253
886	1971	251
887	1974	249
888	1977	246
889	1979	244
890	1982	242
891	1984	240
892	1986	238
893	1988	235
894	1991	233
895	1994	231
896	1996	229
897	1999	227
898	2001	224
899	2004	222
900	2007	220
901	2009	218
902	2011	216
903	2014	213
904	2017	211
905	2019	209
906	2022	207
907	2025	205
908	2028	203
909	2030	200
910	2033	198
911	2035	196
912	2038	194
913	2041	192
914	2044	189
915	2046	187
916	2049	185
917	2052	183
918	2055	181
919	2057	178
920	2060	176
921	2063	174
922	2065	172
923	2068	170
924	2071	167
925	2073	165
926	2076	163
927	2079	161
928	2081	159
929	2084	156
930	2087	154
931	2089	152
932	2092	150
933	2095	148
934	2097	145
935	2101	143
936	2103	141
937	2106	139
938	2108	137
939	2111	134
940	2114	132
941	2117	130
942	2119	128
943	2122	125
944	2126	123
945	2128	121
946	2131	119
947	2133	117
948	2136	114
949	2138	112
950	2141	110
951	2143	108
952	2147	105
953	2150	103
954	2152	101
955	2156	99
956	2158	96
957	2161	94
958	2164	92
959	2167	90
960	2169	88
961	2172	85
962	2174	83
963	2177	81
964	2180	79
965	2183	76
966	2185	74
967	2188	72
968	2190	70
969	2192	67
970	2195	65
971	2198	63
972	2200	61
973	2202	58
974	2205	56
975	2208	54
976	2210	52
977	2212	49
978	2215	47
979	2217	45
980	2220	43
981	2222	40
982	2225	38
983	2227	36
984	2229	33
985	2232	31
986	2235	29
987	2238	27
988	2240	24
989	2243	22
990	2246	20
991	2249	18
992	2252	15
993	2254	13
994	2257	11
995	2260	9
996	2263	6
997	2266	4
998	2269	2
999	2271	0
